x,y
-19.141428584301433,-75.57659901141037
-22.179403267845743,-72.79178888482808
-22.685732381769792,-68.23482685951161
-21.419909596959663,-60.63989015065085
-20.154086812149536,-56.33609268229641
-18.12877035645333,-50.51330787216982
-16.35661845771915,-45.19685217596728
-7.74902352101029,-45.95634584685336
-12,-44
-16,-40
-22,-38
-28,-36
-31,-39
-34,-38
-38,-34
-44,-32
-46,-30
-47.749023521010336,-25.956345846853328
-53.065479217212875,-24.690523062043198
-55.85028934379516,-27.981662302549534
-59.900922255187574,-31.779130656979916
-65,-37
-67,-39
-75,-39
-64.20471972354201,-44.4373585050812
-66,-50
-68,-52
-70,-54
-72,-56
-76.10625862920303,-59.583382359466285
-79.47704514605697,-63.178887977443814
-83,-67
-84,-84
-86,-94
-88,-112
-84,-120
-80.40725136911165,-115.3234344544484
-76,-112
-74,-110
-72,-108
-70,-106
-67.49585896404834,-100.89305470761293
-63,-95
-61,-93
-58.128770356453394,-87.7284977455876
-54,-82
-52,-80
-50,-78
-48,-76
-46,-74
-38,-70
-40,-72
-42,-74
-49,-85
-53,-93
-55,-95
-57,-101
-58,-102
-62,-110
-65,-117
-68,-124
-71,-131
-73,-141
-74,-150
-72,-156
-68,-160
-64,-164
-60.17830551737692,-161.09911279941323
-57,-157
-54,-150
-52,-144
-50.178305517376906,-139.5991127994132
-48.178305517376906,-134.59911279941318
-45,-129
-43,-127
-38,-118
-36,-116
-34,-110
-32,-108
-27,-99
-25,-97
-24,-88
-21,-85
-24,-80
-27.242694407086255,-75.07026989748631
-29,-65
-29,-57
-26,-46
-25,-41
-24,-44
-27,-51
-29,-61
-29,-69
-22,-90
-17,-93
-13.065479217212816,-97.60191546710661
-9,-101
-5,-105
1,-107
0.35224230177454663,-111.77913065698004
-1,-117
-3,-119
-5,-121
-9,-129
-11,-131
-15,-139
-12,-144
-7,-147
-2,-150
4,-144
5,-139
7,-137
8,-132
10,-130
11,-125
15,-125
14,-134
13,-143
13,-151
13,-159
13,-167
14,-174
16,-180
22,-178
24,-176
32,-172
34,-170
36,-168
38,-166
40,-164
40,-160
39,-157
38,-154
39,-153
38,-150
39,-149
38,-146
38,-142
37,-143
37,-139
38,-138
37,-135
38,-134
37,-131
36,-128
34,-122
37,-119
39,-129
42,-134
45,-139
48,-144
53,-147
57.31426761823033,-143.67786483419528
61,-139
61,-135
58,-130
54,-126
51,-121
47,-117
51,-113
58,-110
60,-108
64.40287521316705,-104.18419394811927
70,-98
72,-96
76,-92
74,-94
78,-86
79,-81
80,-76
81.36490052962277,-72.28545977090403
82,-66
83,-61
84,-56
83,-53
84,-48
82,-42
81,-39
80,-36
79,-33
78,-30
77,-27
78,-22
81.62611989790994,-15.983789528723259
86,-10
88,-8
90,-6
92,-4
94,-2
97.9594532312433,3.6828771379434246
102,10
104,12
106,14
108,16
110.95945323124332,21.349543804610107
115,27
117,29
123,27
128,24
132,20
137,17
142,14
147,11
