x,y
66.5,27
58.5,35
50.5,39
46.936892646311705,41.751440905345056
40.5,45
36.1432418526609,47.783186937091095
29.5,50
20.5,53
21.5,58
25.66705137647041,61.75144090534508
27.5,64
32.33371804313708,67.14826630217048
36.1432418526609,65.24350439740857
37.5,62
40.5,57
45.98451169393075,53.180012333916494
47.5,48
52.333718043137104,45.56096471486887
55.5,40
57.5,50
59.5,52
65.03213074154982,57.30699646090063
74.41405102521135,60.02725811490184
87.19182880298914,60.5828136704574
100.80293991410026,61.13836922601295
99.79373905744484,64.06429525209035
97.5152580447866,70.14024461917897
94.5,75
81.56589095617899,75.45670031538151
66.5,75
62.17498788440695,74.13239328629747
65.36335931060934,69.38075094829289
67.38867576630555,63.5579661381663
69.13627324743356,58.916147003790726
79.69182880298912,60.30503589267962
95.80293991410026,61.13836922601295
101.312726399217,65.83644715082453
101.05956184225496,71.15290284702706
100.80293991410026,76.69392478156853
101.35849546965582,82.24948033712408
100.80293991410026,87.24948033712408
100.52516213632249,90.30503589267965
99.13627324743359,93.36059144823521
97.46960658076694,98.36059144823521
93.92101963043874,102.70382185772607
94.23847994789905,96.0371551910594
94.55594026535937,88.73556788947208
95.19086090028,81.75144090534509
89.16082766503976,75.45670031538151
73.97095424731822,75.45670031538151
60.5,81
60.587686297105364,87.1482663021705
60.90514661456569,92.86255201645622
61.54006724948632,99.52921868312289
61.5,106
63.12736883678791,112.54509169899592
66.93689264631172,105.56096471486893
70.1114958209149,100.79905995296416
75.5083212177403,95.71969487359908
80.90514661456571,94.4498536037578
85.03213074154984,95.08477423867843
88.52419423361333,100.16413931804352
88.20673391615301,107.78318693709116
80.5,113
74.87340058281967,115.40223455613878
68.52419423361331,114.76731392121815
65.5,118
60.27022597964505,124.29112344502768
59.96960658076688,128.63836922601303
59.5,132
61.35849546965577,135.58281367045748
65.24738435854466,137.8050358926797
70.24738435854466,140.02725811490194
69.5,142
65.5,142
60.24738435854466,142.24948033712417
54.414051025211315,142.24948033712417
48.5,141
41.080717691877965,141.6939247815686
32.5,141
23.858495469655722,141.41614700379083
16.5,141
9.414051025211258,141.41614700379083
0.5,141
-7.53039341923321,141.13836922601305
-16.41928230812211,141.13836922601305
-23.5,141
-28.085948974788792,141.41614700379083
-33.0859489747888,141.13836922601305
-39.5,141
-43.36372675256659,141.13836922601305
-48.919282308122156,141.13836922601305
-55.5,141
-58.91928230812217,140.86059144823528
-64.7526156414555,141.9717025593464
-70.5,142
-74.75261564145552,143.08281367045748
-78.64150453034442,143.36059144823528
-75.86372675256663,138.36059144823525
-70.58594897478885,136.41614700379083
-68.08594897478885,133.36059144823525
-67.53039341923329,128.08281367045748
-68.5,124
-60.308171197011056,125.02725811490191
-52.25261564145549,126.41614700379081
-42.808171197011035,127.24948033712414
-35.585948974788806,127.8050358926797
-20.030393419233228,129.74948033712414
-12.808171197010996,130.58281367045748
-4.752615641455429,130.86059144823525
3.3029399141001377,130.86059144823525
8.8584954696557,130.58281367045748
17.7473843585446,129.74948033712414
33.858495469655736,127.8050358926797
49.794035503454566,124.92604407994831
56.46070217012124,124.608583762488
40.58768629710535,125.56096471486894
26.080717691877947,128.9161470037908
20.80293991410016,127.24948033712414
20.247384358544604,123.36059144823525
19.952765662184692,118.89429804820227
19.5,112
18.5,107
17.5,102
19.000384709803736,97.62445677836098
18.5,91
17.5,86
18.365464074883104,80.48159963550383
18.5,75
17.5,70
19.317845027264056,64.60858376248794
18.5,59
12.333718043137065,55.71969487359904
7.135511209343435,56.72252310019161
0.5,57
-2.105231935013426,57.2839507746478
-5.797539627321127,34.36087385157083
-10.5,34
-14.650408940989948,34.449853603757745
-19.72977402035503,31.592710746614884
-22.904377194958208,29.37048852439266
-21.3360011657827,31.130104620801593
-17.489847319628847,33.4377969284939
-12.10523193501345,34.207027697724676
-7.7975396273211315,34.207027697724676
-0.2590780888595757,33.745489236186216
5.894768064986592,34.207027697724676
10.746416455835476,31.592710746614884
15.190860900279924,28.10064725455139
13.12553729575584,30.360873851570823
7.571813281232298,33.81493296883711
2.9716911419096625,34.05318154387852
-3.489847319628814,34.207027697724676
-4.809139099720096,56.989536143440304
-12.5,56
-21.951996242577255,54.44985360375777
-27.29486853749206,54.19087753057135
-26.535374866605984,56.72252310019161
-26.78853942356801,59.760497783735914
-27.041703980530034,63.81113069512833
-27.548033094454087,68.87442183436885
-27.548033094454087,72.67189018879922
-27.808171197011013,75.86059144823518
-30.83917233496042,79.25416866981189
-33.370817904580676,79.76049778373594
-34.88980524635283,77.73518132803974
-34.130311575466756,75.20353575841948
-32.10499511977055,75.20353575841948
-30.83917233496042,76.4693585432296
-27.80119765141611,78.74783955588784
-28.5,84
-27.041703980530034,89.1275863913309
-27.041703980530034,94.44404208753343
-27.041703980530034,97.22885221411572
-28.5,100
-30.079678664074343,102.79847246728028
-32.10499511977055,104.06429525209042
-33.87714701850473,102.54530791031826
-34.130311575466756,100.26682689766002
-32.86448879065663,98.74783955588788
-31.345501448884473,99.0010041128499
-29.826514107112317,100.26682689766002
-27.80119765141611,103.05163702424231
-27.25261564145546,108.63836922601301
-26.535374866605984,114.44404208753346
-26.78853942356801,120.01366234069803
-29.06702043622624,122.54530791031829
-30.586007777998397,124.06429525209045
-31.851830562808523,123.55796613816639
-33.6239824615427,123.30480158120436
-33.6239824615427,120.51999145462209
-32.86448879065663,118.74783955588791
-30.586007777998397,119.25416866981196
-28.813855879264214,120.01366234069803
-26.97483786367768,123.36059144823525
-26.97483786367768,128.63836922601303
-65.5,123
-67.5,121
-65.77588119571996,116.46935854322967
-60.585948974788835,108.36059144823523
-58.64150453034439,103.36059144823523
-60.03039341923328,98.08281367045744
-63.36372675256662,95.58281367045744
-68.5,96
-70.58594897478885,100.30503589267967
-70.03039341923329,105.58281367045744
-65.58594897478885,110.0272581149019
-68.91928230812218,112.5272581149019
-72.53039341923329,114.74948033712413
-77.5303934192333,116.69392478156857
-84.5,116
-88.5,112
-92.5,108
-92.25261564145555,101.97170255934633
-91.5,97
-88.9192823081222,93.08281367045743
-87.5,89
-84.5,84
-81.97483786367775,78.91614700379074
-80.86372675256663,75.30503589267963
-78.68727360078329,75.20353575841948
-76.5,76
-73.62398246154277,76.72252310019164
-71.5,77
-68.0543622083782,78.49467499892582
-65.5,79
-62.73790651217566,80.26682689766
-63.5,89
-63.5,85
-62.484741955213636,76.97568765715366
-61.725248284327556,72.67189018879922
-61.47208372736553,69.63391550525492
-63.5,69
-64.7526156414555,68.63836922601295
-66.69706008589995,67.52725811490185
-71.1415045303444,66.69392478156851
-74.47483786367775,66.41614700379074
-75.86372675256663,66.41614700379074
-79.19706008589998,67.24948033712407
-80.0303934192333,71.9717025593463
-77.9277799298972,62.292143353356174
-76.5,56
-73.87714701850479,52.16556107487514
-71.85183056280859,49.38075094829286
-70.5,46
-67.80119765141617,43.05163702424222
-64.25689385394782,39.25416866981183
-61.47208372736553,42.79847246728019
-59.193602714707296,46.59594082171058
-57.42145081597312,48.87442183436881
-51.85183056280855,53.684548416647296
-47.29486853749209,57.73518132803971
-41.72524828432753,61.27948512550807
-37.674615372935115,63.5579661381663
-35.39613436027688,64.5706243660144
-31.851830562808523,60.01366234069794
-29.06702043622624,57.48201677107768
-32.5,52
-39.446767271669295,49.12758639133084
-47.5,45
-56.5,40
-66.5,34
-70.5,30
-74.5,26
-78.77739306797415,19.21175836566249
-84.5,12
-89.5,3
-92.5,-4
-96.5,-8
-97.5,-13
-98.5,-18
-99.5,-23
-100.5,-28
-101.5,-33
-99.5,-39
-104.5,-44
-108.5,-48
-108.35948705546129,-53.39624593430736
-110.5,-58
-106.5,-62
-100.5,-72
-94.5,-82
-89.5,-93
-85.5,-101
-79.5,-111
-72.5,-120
-65.5,-129
-63.5,-139
-56.5,-136
-41.5,-137
-27.5,-135
-19.66730362329738,-142.593774928278
