x,y
43.49337022401776,-76.49189204303657
50,-76.5
54.44575117639873,-72.68236823351275
56,-67.5
55.160036890684445,-62.4442729954175
52,-59.5
44.40028528800385,-51.09499731505493
37.97831510854835,-51.4756603233554
38,-44.5
38,-36.5
38,-28.5
38,-20.5
38,-12.5
38,-4.5
38,3.5
38,11.5
37.97448300955422,17.99505121508212
38,23.5
38,31.5
38,39.5
38,47.5
38,55.5
38,63.5
18,57.5
17.97448300955418,63.15634153766285
18,49.5
18,41.5
18,33.5
18,25.5
18,17.5
18,9.5
18,1.5
18,-6.5
18,-14.5
18,-22.5
18,-30.5
18,-38.5
18,-46.5
17.550905565713354,-51.348278848627736
11.571524122414372,-51.348278848627736
4,-51.5
-1.6243521662454472,-50.93590771460712
-1.6243521662454472,-51.14209328161743
-2,-44.5
-2,-36.5
-2,-28.5
-2,-20.5
-2,-12.5
-2,-4.5
-2,3.5
-2,11.5
-8,8.5
-14,-2.5
-18,-10.5
-24,-21.5
-32,-33.5
-36,-41.5
-40.60345786141751,-46.65653129839667
-45.68820362412938,-51.40229401026108
-53.82379684446837,-54.11415841704074
-53.87729611287118,-47.59146421754319
-54,-42.5
-54,-34.5
-54,-26.5
-54,-18.5
-54,-10.5
-54,-2.5
-54,5.5
-54,13.5
-54,21.5
-54,29.5
-54,39.5
-62,47.5
-76,46.5
-81.28142396311246,38.76719751516272
-84,30.5
-84,22.5
-84,14.5
-84,6.5
-84,-1.5
-84,-9.5
-84,-17.5
-84,-25.5
-84,-33.5
-84,-41.5
-83.99328836989213,-46.31754824754921
-83.65430531904467,-51.40229401026108
-89.2093678174519,-51.299244180901965
-94.50176294616332,-51.40229401026108
-101.9593900648074,-50.72432790856617
-102,-44.5
-102,-36.5
-102,-28.5
-102,-20.5
-102,-12.5
-102,-4.5
-102,3.5
-102,11.5
-102,19.5
-102,27.5
-102,35.5
-102,43.5
